SaleID	Date	StoreID	CustomerID	EmployeeID	ProductID	Quantity	Discount	SalesAmount	Profit
SA03740	31/05/2025	S11	C0039	E120	P016	2	0	80.54	28.54
SA03741	1/03/2026	S08	C0258	E002	P020	5	0	480.05	165.05
SA03742	5/10/2025	S11	C0114	E030	P015	4	15	211.55	47.55
SA03743	23/02/2025	S02	C0195	E065	P045	3	20	181.18	49.18
SA03744	8/06/2026	S02	C0169	E001	P094	5	5	2506.24	841.24
SA03745	17/02/2025	S02	C0244	E014	P002	2	15	725	219
SA03746	27/02/2026	S11	C0153	E011	P017	5	5	2854.04	474.04
SA03747	28/07/2025	S01	C0263	E139	P071	4	0	3060.68	1172.68
SA03748	9/03/2025	S08	C0082	E103	P044	1	20	23.91	-0.09
SA03749	19/06/2025	S10	C0213	E141	P023	2	20	123.95	23.95
SA03750	3/11/2025	S09	C0168	E008	P056	2	10	678.96	288.96
SA03751	31/05/2025	S09	C0260	E149	P052	1	15	398.62	28.62
SA03752	8/07/2025	S11	C0240	E071	P092	3	20	1380.43	111.43
SA03753	6/03/2026	S09	C0002	E109	P023	1	0	77.47	27.47
SA03754	30/01/2026	S02	C0088	E121	P038	5	0	3282.2	1632.2
SA03755	16/05/2025	S01	C0017	E136	P085	4	15	1331.88	403.88
SA03756	3/09/2025	S10	C0062	E117	P028	2	0	849.62	191.62
SA03757	8/03/2026	S04	C0136	E072	P092	1	5	546.42	123.42
SA03758	30/11/2025	S10	C0196	E048	P043	3	5	173.37	47.37
SA03759	19/06/2026	S11	C0249	E002	P053	3	10	309.18	30.18
SA03760	12/01/2025	S05	C0074	E077	P006	1	5	391.28	137.28
SA03761	9/08/2025	S07	C0010	E150	P041	2	10	708.98	246.98
SA03762	17/08/2025	S08	C0187	E064	P071	1	5	726.91	254.91
SA03763	30/09/2025	S10	C0232	E104	P045	1	5	71.72	27.72
SA03764	21/01/2026	S11	C0230	E001	P063	1	5	210.34	35.34
SA03765	6/09/2025	S07	C0163	E035	P018	2	10	830.66	232.66
SA03766	27/12/2025	S06	C0114	E109	P084	3	0	997.65	424.65
SA03767	23/03/2025	S09	C0226	E095	P097	3	20	456.17	6.17
SA03768	6/09/2025	S07	C0140	E131	P075	3	0	426.81	117.81
SA03769	2/05/2025	S06	C0232	E128	P088	5	5	4143.9	1808.9
SA03770	14/01/2026	S05	C0205	E106	P054	2	20	730.16	272.16
SA03771	11/05/2025	S04	C0220	E010	P049	2	5	867.35	191.35
SA03772	20/04/2026	S10	C0271	E105	P040	4	15	432.65	104.65
SA03773	17/03/2025	S03	C0191	E149	P080	3	20	289.92	73.92
SA03774	12/05/2026	S11	C0090	E035	P043	3	20	145.99	19.99
SA03775	10/07/2025	S10	C0269	E100	P079	1	10	302.85	125.85
SA03776	25/02/2026	S10	C0066	E003	P063	2	5	420.68	70.68
SA03777	12/02/2026	S02	C0233	E146	P095	4	15	1906.92	754.92
SA03778	1/07/2025	S04	C0177	E097	P053	5	15	486.67	21.67
SA03779	8/06/2025	S10	C0127	E056	P001	5	20	895.4	175.4
SA03780	4/05/2026	S07	C0264	E119	P092	3	20	1380.43	111.43
SA03781	11/07/2025	S06	C0223	E004	P083	4	15	1971.15	475.15
SA03782	10/09/2025	S05	C0269	E045	P047	3	0	1203.27	480.27
SA03783	15/09/2025	S10	C0127	E025	P083	1	20	463.8	89.8
SA03784	25/06/2026	S04	C0044	E040	P026	3	5	1618.91	460.91
SA03785	11/01/2025	S01	C0003	E018	P035	2	15	686.44	172.44
SA03786	20/02/2025	S11	C0239	E103	P003	3	10	533.6	101.6
SA03787	10/03/2025	S05	C0117	E009	P098	2	20	359.3	71.3
SA03788	14/03/2025	S04	C0154	E031	P057	3	20	934.54	292.54
SA03789	13/06/2026	S10	C0254	E083	P076	1	5	100.69	16.69
SA03790	27/04/2026	S03	C0017	E139	P030	2	20	524.59	156.59
SA03791	28/01/2026	S05	C0082	E035	P022	4	10	1611.9	651.9
SA03792	4/12/2025	S10	C0078	E015	P056	3	0	1131.6	546.6
SA03793	28/08/2025	S06	C0119	E008	P089	5	5	3273.27	1513.27
SA03794	13/03/2026	S07	C0053	E067	P006	5	15	1750.45	480.45
SA03795	15/02/2026	S03	C0280	E009	P045	5	20	301.96	81.96
SA03796	15/05/2025	S01	C0044	E122	P057	3	15	992.94	350.94
SA03797	3/01/2025	S08	C0210	E105	P045	3	5	215.15	83.15
SA03798	17/03/2026	S10	C0171	E123	P069	1	20	438.59	17.59
SA03799	7/01/2025	S05	C0127	E079	P051	2	10	542.63	72.63
SA03800	4/05/2025	S03	C0163	E058	P012	4	10	1085.87	185.87
SA03801	9/05/2026	S11	C0162	E104	P057	1	5	369.92	155.92
SA03802	23/02/2025	S08	C0251	E127	P091	1	0	424.96	162.96
SA03803	17/03/2025	S08	C0180	E016	P021	2	5	321.82	137.82
SA03804	30/03/2025	S10	C0092	E012	P079	2	15	572.05	218.05
SA03805	14/03/2025	S10	C0102	E133	P049	2	10	821.7	145.7
SA03806	4/08/2025	S08	C0021	E049	P080	4	5	459.04	171.04
SA03807	28/10/2025	S05	C0141	E115	P061	3	5	599.18	149.18
SA03808	1/01/2025	S05	C0253	E111	P004	3	20	223.2	34.2
SA03809	2/03/2026	S03	C0116	E081	P078	1	15	629.76	172.76
SA03810	27/04/2026	S07	C0165	E020	P056	1	0	377.2	182.2
SA03811	28/04/2026	S11	C0018	E143	P037	5	0	4554.5	2164.5
SA03812	10/05/2026	S04	C0086	E138	P075	3	0	426.81	117.81
SA03813	22/03/2025	S05	C0181	E099	P034	5	10	259.6	44.6
SA03814	7/02/2025	S10	C0038	E143	P096	2	10	1271.47	395.47
SA03815	2/01/2025	S06	C0178	E140	P085	3	20	940.15	244.15
SA03816	25/11/2025	S08	C0134	E070	P059	1	0	493.15	157.15
SA03817	10/01/2026	S04	C0060	E102	P014	5	15	2308.6	853.6
SA03818	30/04/2026	S01	C0026	E073	P070	1	15	713.87	284.87
SA03819	9/09/2025	S01	C0160	E082	P098	1	20	179.65	35.65
SA03820	10/10/2025	S01	C0128	E140	P086	3	0	1899.03	681.03
SA03821	25/03/2025	S09	C0013	E054	P071	2	5	1453.82	509.82
SA03822	8/02/2026	S03	C0021	E062	P097	5	15	807.8	57.8
SA03823	13/02/2026	S11	C0143	E006	P080	5	10	543.6	183.6
SA03824	13/01/2025	S03	C0201	E083	P016	4	20	128.86	24.86
SA03825	13/12/2025	S02	C0196	E073	P068	2	20	540.5	146.5
SA03826	31/07/2025	S04	C0122	E088	P048	4	20	1826.53	-25.47
SA03827	24/07/2025	S01	C0098	E120	P016	4	5	153.03	49.03
SA03828	22/01/2025	S09	C0260	E014	P027	3	10	1452.09	243.09
SA03829	13/02/2025	S09	C0248	E011	P005	4	15	888.73	288.73
SA03830	12/02/2025	S11	C0061	E024	P081	5	5	562.07	122.07
SA03831	16/08/2025	S02	C0048	E052	P039	5	10	3976.29	1741.29
SA03832	23/01/2026	S02	C0050	E086	P093	2	15	242.05	92.05
SA03833	13/12/2025	S09	C0025	E088	P037	5	10	4099.05	1709.05
SA03834	4/09/2025	S03	C0062	E029	P027	2	15	914.28	108.28
SA03835	3/02/2025	S05	C0233	E041	P042	5	15	1624.35	89.35
SA03836	18/11/2025	S04	C0241	E002	P045	2	0	150.98	62.98
SA03837	7/10/2025	S06	C0143	E076	P074	4	15	2289.32	325.32
SA03838	21/05/2025	S11	C0101	E021	P073	4	0	83.44	27.44
SA03839	24/10/2025	S07	C0038	E147	P033	4	0	1655.52	403.52
SA03840	6/10/2025	S07	C0249	E100	P074	3	5	1918.99	445.99
SA03841	22/02/2026	S03	C0128	E084	P100	4	5	3583.36	1627.36
SA03842	3/01/2025	S06	C0119	E004	P006	5	15	1750.45	480.45
SA03843	17/03/2025	S09	C0155	E005	P081	2	15	201.16	25.16
SA03844	13/05/2026	S09	C0230	E002	P051	2	10	542.63	72.63
SA03845	14/06/2026	S07	C0025	E085	P028	2	15	722.18	64.18
SA03846	31/08/2025	S01	C0203	E102	P081	1	15	100.58	12.58
SA03847	9/01/2025	S06	C0023	E034	P015	2	15	105.77	23.77
SA03848	16/03/2026	S05	C0005	E140	P036	5	0	3277.25	1307.25
SA03849	12/01/2025	S04	C0023	E031	P021	5	0	846.9	386.9
SA03850	31/08/2025	S11	C0015	E037	P028	2	0	849.62	191.62
SA03851	24/01/2025	S10	C0135	E087	P024	3	5	569.32	182.32
SA03852	17/04/2026	S06	C0240	E094	P083	2	5	1101.52	353.52
SA03853	11/07/2025	S07	C0022	E013	P100	2	0	1885.98	907.98
SA03854	17/03/2026	S01	C0069	E119	P014	5	20	2172.8	717.8
SA03855	30/10/2025	S11	C0165	E066	P020	3	15	244.83	55.83
SA03856	21/05/2025	S01	C0164	E074	P004	3	20	223.2	34.2
SA03857	16/10/2025	S05	C0169	E058	P043	5	20	243.32	33.32
SA03858	8/05/2025	S09	C0009	E144	P078	5	0	3704.5	1419.5
SA03859	3/02/2026	S06	C0180	E136	P078	1	20	592.72	135.72
SA03860	17/10/2025	S06	C0204	E104	P020	2	10	172.82	46.82
SA03861	15/01/2026	S03	C0064	E127	P059	2	5	936.98	264.98
SA03862	23/02/2025	S06	C0209	E098	P060	5	15	370.86	105.86
SA03863	23/02/2026	S02	C0216	E036	P016	1	5	38.26	12.26
SA03864	10/03/2026	S01	C0230	E003	P076	3	20	254.38	2.38
SA03865	7/06/2025	S07	C0208	E005	P079	3	15	858.08	327.08
SA03866	28/12/2025	S02	C0188	E130	P076	2	5	201.38	33.38
SA03867	14/03/2025	S06	C0102	E002	P006	3	0	1235.61	473.61
SA03868	24/08/2025	S11	C0047	E109	P050	1	15	337.51	89.51
SA03869	20/11/2025	S07	C0028	E089	P094	4	0	2110.52	778.52
SA03870	5/03/2025	S06	C0067	E046	P053	5	15	486.67	21.67
SA03871	18/03/2025	S04	C0126	E084	P037	3	10	2459.43	1025.43
SA03872	29/09/2025	S01	C0193	E068	P037	3	15	2322.79	888.79
SA03873	10/04/2025	S11	C0164	E120	P038	3	5	1870.85	880.85
SA03874	23/11/2025	S08	C0064	E147	P035	5	0	2018.95	733.95
SA03875	12/02/2026	S07	C0154	E104	P100	1	20	754.39	265.39
SA03876	16/03/2026	S06	C0199	E032	P046	5	5	2538.45	943.45
SA03877	19/07/2025	S06	C0254	E068	P012	5	5	1432.74	307.74
SA03878	10/02/2026	S09	C0004	E096	P054	5	15	1939.49	794.49
SA03879	10/07/2025	S04	C0245	E122	P039	4	0	3534.48	1746.48
SA03880	29/09/2025	S04	C0004	E026	P016	1	20	32.22	6.22
SA03881	17/06/2025	S01	C0185	E111	P008	5	5	189.05	24.05
SA03882	11/08/2025	S04	C0074	E123	P015	4	5	236.44	72.44
SA03883	4/08/2025	S10	C0208	E075	P048	2	5	1084.5	158.5
SA03884	10/07/2025	S09	C0069	E083	P071	3	0	2295.51	879.51
SA03885	9/02/2026	S08	C0193	E048	P029	2	5	380.32	172.32
SA03886	26/03/2026	S08	C0122	E041	P096	3	5	2013.15	699.15
SA03887	13/12/2025	S11	C0073	E012	P068	2	20	540.5	146.5
SA03888	6/07/2025	S01	C0049	E065	P058	2	5	733.84	111.84
SA03889	10/03/2026	S10	C0097	E059	P008	1	0	39.8	6.8
SA03890	13/10/2025	S05	C0071	E055	P080	2	20	193.28	49.28
SA03891	14/03/2025	S10	C0269	E039	P079	3	15	858.08	327.08
SA03892	10/05/2026	S06	C0165	E022	P061	5	0	1051.2	301.2
SA03893	17/12/2025	S03	C0200	E015	P093	3	10	384.43	159.43
SA03894	23/03/2026	S10	C0036	E052	P088	4	10	3140.64	1272.64
SA03895	8/05/2025	S01	C0002	E101	P033	5	5	1965.93	400.93
SA03896	7/08/2025	S11	C0080	E048	P068	3	5	962.76	371.76
SA03897	12/05/2025	S08	C0231	E120	P065	4	5	3277.2	1277.2
SA03898	28/07/2025	S02	C0213	E130	P097	4	5	722.27	122.27
SA03899	16/02/2026	S05	C0245	E008	P043	1	15	51.71	9.71
SA03900	1/08/2025	S09	C0186	E014	P095	4	0	2243.44	1091.44
SA03901	5/02/2025	S06	C0161	E044	P027	2	15	914.28	108.28
SA03902	8/11/2025	S03	C0148	E022	P007	5	20	154.16	14.16
SA03903	1/11/2025	S01	C0068	E127	P036	1	15	557.13	163.13
SA03904	21/03/2026	S08	C0188	E130	P027	3	0	1613.43	404.43
SA03905	10/04/2026	S07	C0071	E096	P014	2	15	923.44	341.44
SA03906	17/03/2026	S03	C0008	E011	P042	5	0	1911	376
SA03907	15/07/2025	S09	C0183	E104	P001	2	15	380.54	92.54
SA03908	14/03/2025	S05	C0230	E069	P011	3	15	203.01	5.01
SA03909	13/05/2026	S11	C0107	E027	P043	3	20	145.99	19.99
SA03910	12/05/2026	S10	C0278	E072	P077	5	5	2278.15	958.15
SA03911	21/09/2025	S10	C0260	E110	P024	5	0	998.8	353.8
SA03912	19/11/2025	S06	C0008	E073	P086	1	20	506.41	100.41
SA03913	27/05/2025	S07	C0224	E076	P068	5	5	1604.6	619.6
SA03914	15/05/2025	S04	C0132	E098	P004	2	5	176.7	50.7
SA03915	14/04/2025	S03	C0274	E020	P012	1	5	286.55	61.55
SA03916	23/10/2025	S09	C0174	E059	P015	1	10	56	15
SA03917	5/01/2025	S02	C0094	E116	P072	3	0	1606.44	562.44
SA03918	21/05/2025	S04	C0272	E078	P070	4	5	3191.43	1475.43
SA03919	26/06/2025	S11	C0083	E088	P083	4	10	2087.1	591.1
SA03920	1/06/2026	S08	C0033	E132	P022	4	15	1522.35	562.35
SA03921	25/05/2025	S03	C0105	E116	P093	5	20	569.52	194.52
SA03922	10/05/2026	S01	C0169	E140	P064	5	20	595.48	210.48
SA03923	2/02/2026	S09	C0026	E099	P011	3	0	238.83	40.83
SA03924	19/09/2025	S10	C0190	E103	P064	1	5	141.43	64.43
SA03925	5/10/2025	S07	C0013	E084	P010	3	15	1418.18	230.18
SA03926	31/03/2026	S10	C0138	E146	P038	5	15	2789.87	1139.87
SA03927	5/09/2025	S01	C0228	E040	P067	4	5	2336.51	396.51
SA03928	3/05/2025	S01	C0279	E016	P028	2	15	722.18	64.18
SA03929	4/03/2026	S02	C0197	E103	P071	5	5	3634.56	1274.56
SA03930	12/04/2025	S07	C0166	E092	P073	2	0	41.72	13.72
SA03931	3/06/2026	S07	C0143	E085	P001	3	15	570.82	138.82
SA03932	13/02/2026	S06	C0168	E092	P007	4	20	123.33	11.33
SA03933	13/04/2025	S03	C0131	E121	P050	4	10	1429.45	437.45
SA03934	6/01/2025	S01	C0027	E099	P090	4	10	1575.18	611.18
SA03935	12/12/2025	S09	C0213	E136	P024	5	15	848.98	203.98
SA03936	28/02/2025	S06	C0037	E107	P032	2	10	199.76	41.76
SA03937	19/09/2025	S06	C0055	E040	P059	4	10	1775.34	431.34
SA03938	6/11/2025	S05	C0036	E132	P011	2	10	143.3	11.3
SA03939	29/04/2026	S05	C0003	E037	P003	5	20	790.52	70.52
SA03940	21/02/2026	S09	C0219	E005	P074	2	5	1279.33	297.33
SA03941	22/11/2025	S08	C0022	E017	P021	5	5	804.56	344.56
SA03942	9/09/2025	S07	C0100	E012	P052	4	0	1875.84	395.84
SA03943	2/10/2025	S03	C0109	E132	P098	5	10	1010.52	290.52
SA03944	27/06/2025	S01	C0171	E013	P095	4	0	2243.44	1091.44
SA03945	17/08/2025	S01	C0143	E018	P072	5	20	2141.92	401.92
SA03946	13/01/2025	S10	C0222	E017	P003	2	10	355.73	67.73
SA03947	12/05/2026	S10	C0250	E035	P042	5	15	1624.35	89.35
SA03948	6/06/2025	S09	C0138	E029	P048	3	10	1541.13	152.13
SA03949	3/02/2026	S10	C0139	E135	P087	2	10	330.91	76.91
SA03950	22/11/2025	S01	C0238	E053	P080	1	10	108.72	36.72
SA03951	19/05/2026	S05	C0261	E004	P053	3	15	292	13
SA03952	26/05/2026	S11	C0115	E147	P046	5	10	2404.84	809.84
SA03953	11/12/2025	S10	C0024	E036	P036	3	0	1966.35	784.35
SA03954	22/06/2025	S10	C0129	E070	P097	4	0	760.28	160.28
SA03955	27/08/2025	S02	C0182	E136	P043	2	0	121.66	37.66
SA03956	7/12/2025	S09	C0144	E005	P052	5	5	2227.56	377.56
SA03957	16/11/2025	S03	C0021	E059	P100	4	5	3583.36	1627.36
SA03958	27/03/2026	S11	C0236	E121	P057	1	20	311.51	97.51
SA03959	24/03/2026	S08	C0186	E094	P028	3	20	1019.54	32.54
SA03960	10/03/2025	S09	C0218	E069	P078	1	10	666.81	209.81
SA03961	26/07/2025	S01	C0257	E134	P023	5	5	367.98	117.98
SA03962	24/11/2025	S11	C0267	E102	P027	2	20	860.5	54.5
SA03963	19/04/2025	S10	C0216	E041	P022	5	10	2014.88	814.88
SA03964	22/06/2025	S07	C0016	E093	P002	2	5	810.29	304.29
SA03965	14/10/2025	S03	C0236	E108	P073	5	15	88.66	18.66
SA03966	13/06/2026	S04	C0051	E114	P002	4	10	1535.29	523.29
SA03967	29/01/2026	S07	C0094	E055	P044	2	0	59.78	11.78
SA03968	5/04/2025	S09	C0047	E120	P019	1	10	567.05	199.05
SA03969	3/06/2025	S05	C0076	E098	P024	5	20	799.04	154.04
SA03970	16/11/2025	S07	C0012	E108	P002	3	10	1151.47	392.47
SA03971	17/05/2025	S08	C0074	E057	P090	2	5	831.34	349.34
SA03972	7/04/2026	S10	C0258	E149	P016	4	0	161.08	57.08
SA03973	25/06/2025	S04	C0242	E147	P094	1	5	501.25	168.25
SA03974	15/03/2026	S06	C0140	E139	P005	1	0	261.39	111.39
SA03975	15/10/2025	S08	C0229	E149	P014	4	0	2172.8	1008.8
SA03976	14/03/2025	S11	C0228	E108	P048	3	10	1541.13	152.13
SA03977	18/11/2025	S04	C0269	E020	P071	4	10	2754.61	866.61
SA03978	10/02/2025	S08	C0108	E119	P022	5	20	1791	591
SA03979	28/12/2025	S10	C0034	E083	P003	5	0	988.15	268.15
SA03980	1/03/2025	S09	C0155	E095	P100	4	20	3017.57	1061.57
SA03981	4/02/2026	S03	C0208	E141	P004	5	20	372	57
SA03982	27/09/2025	S09	C0263	E114	P074	2	20	1077.33	95.33
SA03983	22/06/2026	S01	C0080	E005	P091	4	5	1614.85	566.85
SA03984	23/03/2025	S03	C0122	E103	P046	4	15	1816.99	540.99
SA03985	28/04/2025	S11	C0015	E086	P039	1	5	839.44	392.44
SA03986	13/04/2025	S03	C0277	E134	P099	1	20	119.35	39.35
SA03987	8/06/2026	S03	C0014	E126	P034	4	0	230.76	58.76
SA03988	2/02/2026	S10	C0019	E031	P073	1	15	17.73	3.73
SA03989	16/05/2025	S04	C0247	E038	P068	1	15	287.14	90.14
SA03990	28/05/2025	S07	C0119	E058	P017	5	20	2403.4	23.4
SA03991	24/03/2026	S11	C0156	E117	P044	3	20	71.74	-0.26
SA03992	20/11/2025	S01	C0216	E126	P096	1	5	671.05	233.05
SA03993	8/06/2026	S10	C0212	E133	P044	3	15	76.22	4.22
SA03994	13/12/2025	S06	C0229	E004	P028	2	5	807.14	149.14
SA03995	30/08/2025	S02	C0088	E056	P035	4	15	1372.89	344.89
SA03996	4/12/2025	S06	C0022	E082	P072	1	10	481.93	133.93
SA03997	2/01/2026	S03	C0048	E135	P052	4	0	1875.84	395.84
SA03998	16/08/2025	S09	C0141	E072	P035	4	20	1292.13	264.13
SA03999	15/11/2025	S06	C0261	E138	P092	3	0	1725.54	456.54
SA04000	20/03/2025	S05	C0033	E079	P014	2	0	1086.4	504.4
SA04001	15/04/2025	S03	C0117	E083	P062	4	0	3834.76	1842.76
SA04002	15/02/2026	S09	C0228	E030	P085	1	5	372.14	140.14
SA04003	18/03/2025	S01	C0225	E116	P055	3	15	1170.68	354.68
SA04004	24/02/2025	S03	C0119	E078	P008	5	15	169.15	4.15
SA04005	13/03/2026	S09	C0150	E068	P046	3	10	1442.91	485.91
SA04006	28/10/2025	S01	C0119	E109	P077	4	15	1630.67	574.67
SA04007	23/01/2025	S02	C0222	E056	P029	4	10	720.61	304.61
SA04008	23/11/2025	S08	C0112	E128	P072	2	20	856.77	160.77
SA04009	2/05/2025	S06	C0256	E094	P032	5	5	527.16	132.16
SA04010	31/05/2025	S11	C0225	E060	P074	4	5	2558.65	594.65
SA04011	7/02/2026	S09	C0107	E010	P077	1	20	383.69	119.69
SA04012	1/04/2025	S06	C0189	E078	P079	2	20	538.4	184.4
SA04013	21/08/2025	S03	C0154	E024	P081	2	5	224.83	48.83
SA04014	12/03/2025	S09	C0178	E066	P100	4	10	3394.76	1438.76
SA04015	20/03/2026	S07	C0013	E120	P029	5	5	950.81	430.81
SA04016	26/10/2025	S07	C0242	E066	P059	2	10	887.67	215.67
SA04017	6/05/2025	S06	C0183	E140	P021	4	5	643.64	275.64
SA04018	14/05/2026	S05	C0059	E109	P040	3	0	381.75	135.75
SA04019	4/01/2025	S06	C0007	E042	P065	1	15	733.06	233.06
SA04020	10/06/2026	S11	C0049	E104	P048	2	0	1141.58	215.58
SA04021	15/03/2025	S11	C0147	E026	P099	5	20	596.76	196.76
SA04022	8/10/2025	S11	C0246	E099	P014	2	10	977.76	395.76
SA04023	19/09/2025	S09	C0105	E125	P008	1	20	31.84	-1.16
SA04024	27/01/2025	S03	C0065	E138	P083	4	10	2087.1	591.1
SA04025	5/09/2025	S04	C0015	E039	P070	4	10	3023.46	1307.46
SA04026	31/01/2025	S10	C0197	E048	P015	4	10	223.99	59.99
SA04027	13/07/2025	S07	C0194	E116	P023	1	20	61.98	11.98
SA04028	22/01/2026	S07	C0212	E112	P023	4	0	309.88	109.88
SA04029	23/05/2025	S06	C0202	E062	P077	1	0	479.61	215.61
SA04030	2/02/2025	S03	C0066	E035	P092	3	5	1639.26	370.26
SA04031	10/02/2025	S02	C0107	E113	P030	2	10	590.17	222.17
SA04032	15/08/2025	S07	C0250	E092	P007	4	20	123.33	11.33
SA04033	7/04/2025	S08	C0232	E019	P089	5	0	3445.55	1685.55
SA04034	8/11/2025	S05	C0207	E031	P019	3	5	1795.67	691.67
SA04035	28/01/2025	S10	C0085	E055	P065	3	10	2328.53	828.53
SA04036	6/03/2025	S08	C0156	E102	P081	2	10	212.99	36.99
SA04037	11/11/2025	S03	C0193	E014	P029	3	15	510.43	198.43
SA04038	28/01/2026	S04	C0251	E033	P017	1	20	480.68	4.68
SA04039	10/03/2025	S10	C0183	E098	P048	4	5	2169	317
SA04040	31/12/2025	S10	C0081	E047	P099	5	10	671.36	271.36
SA04041	20/01/2026	S05	C0048	E077	P071	4	15	2601.58	713.58
SA04042	27/01/2025	S04	C0166	E001	P055	5	0	2295.45	935.45
SA04043	18/12/2025	S02	C0107	E070	P068	2	10	608.06	214.06
SA04044	13/02/2026	S08	C0073	E047	P089	3	10	1860.6	804.6
SA04045	23/08/2025	S10	C0001	E077	P017	5	20	2403.4	23.4
SA04046	28/08/2025	S02	C0130	E093	P008	4	5	151.24	19.24
SA04047	27/03/2025	S06	C0247	E075	P004	3	15	237.15	48.15
SA04048	2/06/2025	S06	C0048	E030	P033	5	5	1965.93	400.93
SA04049	14/04/2026	S09	C0265	E120	P001	3	20	537.24	105.24
SA04050	7/08/2025	S02	C0069	E003	P008	5	10	179.1	14.1
SA04051	26/11/2025	S05	C0125	E113	P087	3	0	551.52	170.52
SA04052	12/03/2026	S02	C0264	E050	P040	4	15	432.65	104.65
SA04053	18/01/2026	S09	C0027	E016	P064	1	20	119.1	42.1
SA04054	7/05/2026	S04	C0044	E080	P034	1	20	46.15	3.15
SA04055	28/03/2025	S06	C0048	E017	P082	2	20	1085.15	287.15
SA04056	20/03/2026	S08	C0274	E106	P086	3	5	1804.08	586.08
SA04057	16/01/2025	S08	C0040	E141	P095	2	0	1121.72	545.72
SA04058	16/02/2025	S10	C0208	E135	P020	4	0	384.04	132.04
SA04059	5/11/2025	S03	C0170	E117	P001	3	15	570.82	138.82
SA04060	3/01/2025	S03	C0220	E149	P039	1	15	751.08	304.08
SA04061	15/03/2025	S06	C0135	E046	P047	2	5	762.07	280.07
SA04062	18/02/2026	S01	C0028	E048	P071	2	0	1530.34	586.34
SA04063	9/07/2025	S09	C0222	E086	P072	2	0	1070.96	374.96
SA04064	1/12/2025	S03	C0087	E074	P001	3	0	671.55	239.55
SA04065	24/10/2025	S03	C0014	E104	P062	1	0	958.69	460.69
SA04066	7/02/2025	S02	C0162	E020	P004	4	15	316.2	64.2
SA04067	26/05/2025	S01	C0049	E103	P099	3	10	402.81	162.81
SA04068	30/07/2025	S09	C0073	E033	P092	4	5	2185.68	493.68
SA04069	12/10/2025	S01	C0017	E082	P086	2	5	1202.72	390.72
SA04070	14/05/2025	S03	C0091	E013	P044	2	20	47.82	-0.18
SA04071	24/05/2025	S11	C0015	E025	P035	3	15	1029.66	258.66
SA04072	19/03/2025	S02	C0107	E066	P030	5	0	1639.35	719.35
SA04073	3/08/2025	S04	C0052	E050	P047	5	10	1804.9	599.9
SA04074	8/01/2026	S03	C0265	E097	P100	2	5	1791.68	813.68
SA04075	12/06/2025	S04	C0131	E086	P003	1	5	187.75	43.75
SA04076	8/12/2025	S03	C0111	E078	P035	4	10	1453.64	425.64
SA04077	14/02/2026	S05	C0153	E114	P034	2	20	92.3	6.3
SA04078	27/06/2025	S05	C0263	E111	P039	4	0	3534.48	1746.48
SA04079	2/10/2025	S03	C0028	E150	P054	4	5	1734.13	818.13
SA04080	24/03/2026	S08	C0243	E063	P034	3	5	164.42	35.42
SA04081	5/01/2026	S03	C0242	E060	P077	3	20	1151.06	359.06
SA04082	5/04/2025	S06	C0091	E099	P074	3	15	1716.99	243.99
SA04083	7/12/2025	S10	C0034	E069	P087	4	10	661.82	153.82
SA04084	11/06/2025	S06	C0127	E131	P006	4	15	1400.36	384.36
SA04085	3/03/2026	S07	C0154	E027	P097	1	20	152.06	2.06
SA04086	14/01/2026	S04	C0128	E104	P064	3	15	379.62	148.62
SA04087	13/06/2025	S05	C0227	E070	P004	5	10	418.5	103.5
SA04088	22/11/2025	S11	C0120	E087	P048	4	15	1940.69	88.69
SA04089	22/02/2026	S03	C0174	E064	P019	2	20	1008.1	272.1
SA04090	27/07/2025	S07	C0253	E039	P075	2	10	256.09	50.09
SA04091	13/12/2025	S08	C0042	E041	P097	3	0	570.21	120.21
SA04092	21/07/2025	S11	C0115	E083	P011	4	15	270.67	6.67
SA04093	21/10/2025	S07	C0169	E129	P047	3	5	1143.11	420.11
SA04094	27/01/2025	S07	C0052	E101	P090	4	5	1662.69	698.69
SA04095	31/10/2025	S10	C0241	E061	P071	5	5	3634.56	1274.56
SA04096	21/03/2025	S07	C0050	E091	P035	5	20	1615.16	330.16
SA04097	27/03/2025	S02	C0202	E132	P002	2	20	682.35	176.35
SA04098	1/04/2025	S01	C0126	E006	P072	2	15	910.32	214.32
SA04099	1/05/2026	S03	C0195	E016	P058	4	5	1467.67	223.67
SA04100	5/01/2025	S02	C0141	E138	P016	4	5	153.03	49.03
SA04101	9/05/2026	S09	C0010	E143	P088	5	15	3707.7	1372.7
SA04102	9/10/2025	S10	C0107	E031	P030	2	15	557.38	189.38
SA04103	20/10/2025	S07	C0101	E077	P090	2	0	875.1	393.1
SA04104	8/07/2025	S06	C0143	E037	P094	4	15	1793.94	461.94
SA04105	2/02/2026	S05	C0177	E104	P085	5	5	1860.72	700.72
SA04106	22/04/2025	S08	C0072	E150	P064	2	5	282.85	128.85
SA04107	12/01/2025	S04	C0203	E147	P069	5	10	2467.08	362.08
SA04108	23/03/2025	S11	C0057	E047	P090	3	20	1050.12	327.12
SA04109	27/10/2025	S10	C0236	E023	P069	4	15	1864.02	180.02
SA04110	8/04/2026	S11	C0014	E106	P085	5	15	1664.85	504.85
SA04111	12/08/2025	S06	C0113	E029	P049	5	5	2168.38	478.38
